TestID,Scenario,SortMode,BiasFactor,BiasCap,VoxelSize,TileSize,AvgLength,Cohesion,TimeMs
1209,Broken Rock,Alvo,0.90,1.00,0.100,16,25.09,6.7400,7
1210,Broken Rock,Alvo,0.90,1.00,0.100,32,24.28,8.3173,5
1211,Broken Rock,Alvo,0.90,1.00,0.100,64,24.12,10.0709,3
1212,Broken Rock,Alvo,0.90,1.00,0.100,128,27.77,7.0909,2
1213,Broken Rock,Alvo,0.90,1.00,0.160,16,24.96,7.4924,4
1214,Broken Rock,Alvo,0.90,1.00,0.160,32,24.06,8.0290,3
1215,Broken Rock,Alvo,0.90,1.00,0.160,64,24.88,6.7899,1
1216,Broken Rock,Alvo,0.90,1.00,0.160,128,29.06,6.8970,5
1217,Broken Rock,Alvo,0.95,0.01,0.020,16,28.54,5.8899,399
1218,Broken Rock,Alvo,0.95,0.01,0.020,32,27.12,6.4371,44
1219,Broken Rock,Alvo,0.95,0.01,0.020,64,27.44,10.5214,7
1220,Broken Rock,Alvo,0.95,0.01,0.020,128,25.02,7.5682,3
1221,Broken Rock,Alvo,0.95,0.01,0.050,16,25.88,5.9023,34
1222,Broken Rock,Alvo,0.95,0.01,0.050,32,26.07,11.4182,5
1223,Broken Rock,Alvo,0.95,0.01,0.050,64,25.49,12.5541,6
1224,Broken Rock,Alvo,0.95,0.01,0.050,128,25.18,16.0700,2
1225,Broken Rock,Alvo,0.95,0.01,0.100,16,26.47,13.0417,5
1226,Broken Rock,Alvo,0.95,0.01,0.100,32,25.48,12.5541,2
1227,Broken Rock,Alvo,0.95,0.01,0.100,64,25.18,16.0700,2
1228,Broken Rock,Alvo,0.95,0.01,0.100,128,28.61,15.6000,5
1229,Broken Rock,Alvo,0.95,0.01,0.160,16,25.05,7.5682,3
1230,Broken Rock,Alvo,0.95,0.01,0.160,32,24.06,7.3429,2
1231,Broken Rock,Alvo,0.95,0.01,0.160,64,26.22,13.5909,1
1232,Broken Rock,Alvo,0.95,0.01,0.160,128,29.58,6.4727,1
1233,Broken Rock,Alvo,0.95,0.50,0.020,16,28.54,5.8899,399
1234,Broken Rock,Alvo,0.95,0.50,0.020,32,27.12,6.4371,50
1235,Broken Rock,Alvo,0.95,0.50,0.020,64,27.44,10.5214,7
1236,Broken Rock,Alvo,0.95,0.50,0.020,128,25.02,7.5682,8
1237,Broken Rock,Alvo,0.95,0.50,0.050,16,25.88,5.9023,37
1238,Broken Rock,Alvo,0.95,0.50,0.050,32,26.07,11.4182,5
1239,Broken Rock,Alvo,0.95,0.50,0.050,64,25.49,12.5541,2
1240,Broken Rock,Alvo,0.95,0.50,0.050,128,25.18,16.0700,2
1241,Broken Rock,Alvo,0.95,0.50,0.100,16,26.47,13.0417,4
1242,Broken Rock,Alvo,0.95,0.50,0.100,32,25.48,12.5541,5
1243,Broken Rock,Alvo,0.95,0.50,0.100,64,25.18,16.0700,2
1244,Broken Rock,Alvo,0.95,0.50,0.100,128,28.61,15.6000,2
1245,Broken Rock,Alvo,0.95,0.50,0.160,16,25.05,7.5682,3
1246,Broken Rock,Alvo,0.95,0.50,0.160,32,24.06,7.3429,2
1247,Broken Rock,Alvo,0.95,0.50,0.160,64,26.22,13.5909,1
1248,Broken Rock,Alvo,0.95,0.50,0.160,128,29.58,6.4727,5
1249,Broken Rock,Alvo,0.95,0.75,0.020,16,28.17,5.8626,434
1250,Broken Rock,Alvo,0.95,0.75,0.020,32,27.12,6.4371,52
1251,Broken Rock,Alvo,0.95,0.75,0.020,64,27.40,10.4786,7
1252,Broken Rock,Alvo,0.95,0.75,0.020,128,25.02,7.5682,3
1253,Broken Rock,Alvo,0.95,0.75,0.050,16,25.61,5.9163,38
1254,Broken Rock,Alvo,0.95,0.75,0.050,32,26.07,11.4182,5
1255,Broken Rock,Alvo,0.95,0.75,0.050,64,25.49,12.5541,6
1256,Broken Rock,Alvo,0.95,0.75,0.050,128,25.18,16.2400,2
1257,Broken Rock,Alvo,0.95,0.75,0.100,16,26.47,13.0417,5
1258,Broken Rock,Alvo,0.95,0.75,0.100,32,25.48,12.5541,6
1259,Broken Rock,Alvo,0.95,0.75,0.100,64,25.18,16.2400,2
1260,Broken Rock,Alvo,0.95,0.75,0.100,128,28.61,15.6000,1
1261,Broken Rock,Alvo,0.95,0.75,0.160,16,25.05,7.5682,4
1262,Broken Rock,Alvo,0.95,0.75,0.160,32,24.06,7.3429,2
1263,Broken Rock,Alvo,0.95,0.75,0.160,64,26.22,13.5909,1
1264,Broken Rock,Alvo,0.95,0.75,0.160,128,29.58,6.4727,8
1265,Broken Rock,Alvo,0.95,1.00,0.020,16,26.99,4.8080,650
1266,Broken Rock,Alvo,0.95,1.00,0.020,32,26.22,5.4337,69
1267,Broken Rock,Alvo,0.95,1.00,0.020,64,25.51,6.3539,14
1268,Broken Rock,Alvo,0.95,1.00,0.020,128,24.93,7.4924,5
1269,Broken Rock,Alvo,0.95,1.00,0.050,16,25.13,5.4534,46
1270,Broken Rock,Alvo,0.95,1.00,0.050,32,25.16,5.7931,16
1271,Broken Rock,Alvo,0.95,1.00,0.050,64,24.29,8.3495,3
1272,Broken Rock,Alvo,0.95,1.00,0.050,128,24.13,10.0709,2
1273,Broken Rock,Alvo,0.95,1.00,0.100,16,25.09,6.7400,7
1274,Broken Rock,Alvo,0.95,1.00,0.100,32,24.28,8.3173,2
1275,Broken Rock,Alvo,0.95,1.00,0.100,64,24.12,10.0709,12
1276,Broken Rock,Alvo,0.95,1.00,0.100,128,27.77,7.0909,2
1277,Broken Rock,Alvo,0.95,1.00,0.160,16,24.96,7.4924,4
1278,Broken Rock,Alvo,0.95,1.00,0.160,32,24.06,8.0290,3
1279,Broken Rock,Alvo,0.95,1.00,0.160,64,24.88,6.7899,1
1280,Broken Rock,Alvo,0.95,1.00,0.160,128,29.06,6.8970,2
1281,Maze,Alvo,0.50,0.01,0.020,16,33.66,12.3280,218
1282,Maze,Alvo,0.50,0.01,0.020,32,31.94,13.0000,44
1283,Maze,Alvo,0.50,0.01,0.020,64,30.12,13.6824,8
1284,Maze,Alvo,0.50,0.01,0.020,128,31.81,14.5636,3
1285,Maze,Alvo,0.50,0.01,0.050,16,30.67,12.7054,19
1286,Maze,Alvo,0.50,0.01,0.050,32,29.96,14.0423,11
1287,Maze,Alvo,0.50,0.01,0.050,64,30.93,14.9423,2
1288,Maze,Alvo,0.50,0.01,0.050,128,44.57,13.3571,1
1289,Maze,Alvo,0.50,0.01,0.100,16,30.36,14.0714,5
1290,Maze,Alvo,0.50,0.01,0.100,32,30.92,14.8824,2
1291,Maze,Alvo,0.50,0.01,0.100,64,44.56,13.3571,5
1292,Maze,Alvo,0.50,0.01,0.100,128,43.70,9.4839,1
1293,Maze,Alvo,0.50,0.01,0.160,16,31.77,14.5636,2
1294,Maze,Alvo,0.50,0.01,0.160,32,31.29,16.7609,2
1295,Maze,Alvo,0.50,0.01,0.160,64,39.98,6.8333,1
1296,Maze,Alvo,0.50,0.01,0.160,128,37.46,7.9405,1
1297,Maze,Alvo,0.50,0.50,0.020,16,33.66,12.3280,195
1298,Maze,Alvo,0.50,0.50,0.020,32,31.94,13.0000,31
1299,Maze,Alvo,0.50,0.50,0.020,64,30.11,13.6824,11
1300,Maze,Alvo,0.50,0.50,0.020,128,31.81,14.5636,3
1301,Maze,Alvo,0.50,0.50,0.050,16,30.67,12.7054,23
1302,Maze,Alvo,0.50,0.50,0.050,32,29.95,13.6575,5
1303,Maze,Alvo,0.50,0.50,0.050,64,30.93,14.9423,3
1304,Maze,Alvo,0.50,0.50,0.050,128,44.57,13.3571,1
1305,Maze,Alvo,0.50,0.50,0.100,16,30.20,13.4384,5
1306,Maze,Alvo,0.50,0.50,0.100,32,30.92,14.8824,3
1307,Maze,Alvo,0.50,0.50,0.100,64,44.56,13.3571,1
1308,Maze,Alvo,0.50,0.50,0.100,128,43.70,9.4839,1
1309,Maze,Alvo,0.50,0.50,0.160,16,31.77,14.5636,3
1310,Maze,Alvo,0.50,0.50,0.160,32,31.29,16.7609,2
1311,Maze,Alvo,0.50,0.50,0.160,64,39.98,6.8333,1
1312,Maze,Alvo,0.50,0.50,0.160,128,37.46,7.9405,1
1313,Maze,Alvo,0.50,0.75,0.020,16,33.65,12.1714,320
1314,Maze,Alvo,0.50,0.75,0.020,32,31.89,12.5818,45
1315,Maze,Alvo,0.50,0.75,0.020,64,30.06,13.0674,13
1316,Maze,Alvo,0.50,0.75,0.020,128,31.88,14.0000,3
1317,Maze,Alvo,0.50,0.75,0.050,16,30.66,12.3233,33
1318,Maze,Alvo,0.50,0.75,0.050,32,29.86,13.0658,6
1319,Maze,Alvo,0.50,0.75,0.050,64,30.87,14.9423,3
1320,Maze,Alvo,0.50,0.75,0.050,128,44.40,13.4286,1
1321,Maze,Alvo,0.50,0.75,0.100,16,29.90,12.9733,9
1322,Maze,Alvo,0.50,0.75,0.100,32,30.87,14.8824,3
1323,Maze,Alvo,0.50,0.75,0.100,64,44.39,13.4286,1
1324,Maze,Alvo,0.50,0.75,0.100,128,42.78,4.0385,1
1325,Maze,Alvo,0.50,0.75,0.160,16,31.84,14.0000,3
1326,Maze,Alvo,0.50,0.75,0.160,32,31.29,16.7609,2
1327,Maze,Alvo,0.50,0.75,0.160,64,39.98,6.8333,1
1328,Maze,Alvo,0.50,0.75,0.160,128,36.68,8.4937,4
1329,Maze,Alvo,0.50,1.00,0.020,16,31.61,5.0974,1167
1330,Maze,Alvo,0.50,1.00,0.020,32,31.25,7.1268,160
1331,Maze,Alvo,0.50,1.00,0.020,64,29.42,5.9031,34
1332,Maze,Alvo,0.50,1.00,0.020,128,31.45,7.5524,9
1333,Maze,Alvo,0.50,1.00,0.050,16,30.18,5.8602,104
1334,Maze,Alvo,0.50,1.00,0.050,32,29.48,6.2930,38
1335,Maze,Alvo,0.50,1.00,0.050,64,30.74,9.1071,6
1336,Maze,Alvo,0.50,1.00,0.050,128,42.42,6.4237,2
1337,Maze,Alvo,0.50,1.00,0.100,16,29.51,7.3759,22
1338,Maze,Alvo,0.50,1.00,0.100,32,30.73,9.0120,6
1339,Maze,Alvo,0.50,1.00,0.100,64,42.41,6.4237,2
1340,Maze,Alvo,0.50,1.00,0.100,128,39.98,5.6301,2
1341,Maze,Alvo,0.50,1.00,0.160,16,31.41,7.6154,8
1342,Maze,Alvo,0.50,1.00,0.160,32,30.08,8.8718,6
1343,Maze,Alvo,0.50,1.00,0.160,64,39.49,3.4848,2
1344,Maze,Alvo,0.50,1.00,0.160,128,36.68,8.4937,2
1345,Maze,Alvo,0.75,0.01,0.020,16,33.66,12.3280,194
1346,Maze,Alvo,0.75,0.01,0.020,32,31.94,13.0000,33
1347,Maze,Alvo,0.75,0.01,0.020,64,30.12,13.6824,8
1348,Maze,Alvo,0.75,0.01,0.020,128,31.81,14.5636,6
1349,Maze,Alvo,0.75,0.01,0.050,16,30.67,12.7054,19
1350,Maze,Alvo,0.75,0.01,0.050,32,29.96,14.0423,9
1351,Maze,Alvo,0.75,0.01,0.050,64,30.93,14.9423,2
1352,Maze,Alvo,0.75,0.01,0.050,128,44.57,13.3571,1
1353,Maze,Alvo,0.75,0.01,0.100,16,30.36,14.0714,5
1354,Maze,Alvo,0.75,0.01,0.100,32,30.92,14.8824,2
1355,Maze,Alvo,0.75,0.01,0.100,64,44.56,13.3571,4
1356,Maze,Alvo,0.75,0.01,0.100,128,43.70,9.4839,1
1357,Maze,Alvo,0.75,0.01,0.160,16,31.77,14.5636,3
1358,Maze,Alvo,0.75,0.01,0.160,32,31.29,16.7609,2
1359,Maze,Alvo,0.75,0.01,0.160,64,39.98,6.8333,1
1360,Maze,Alvo,0.75,0.01,0.160,128,37.46,7.9405,1
1361,Maze,Alvo,0.75,0.50,0.020,16,33.66,12.3280,179
1362,Maze,Alvo,0.75,0.50,0.020,32,31.94,13.0000,48
1363,Maze,Alvo,0.75,0.50,0.020,64,30.11,13.6824,9
1364,Maze,Alvo,0.75,0.50,0.020,128,31.81,14.5636,3
1365,Maze,Alvo,0.75,0.50,0.050,16,30.67,12.7054,23
1366,Maze,Alvo,0.75,0.50,0.050,32,29.95,13.6575,5
1367,Maze,Alvo,0.75,0.50,0.050,64,30.93,14.9423,7
1368,Maze,Alvo,0.75,0.50,0.050,128,44.57,13.3571,1
1369,Maze,Alvo,0.75,0.50,0.100,16,30.20,13.4384,5
1370,Maze,Alvo,0.75,0.50,0.100,32,30.92,14.8824,2
1371,Maze,Alvo,0.75,0.50,0.100,64,44.56,13.3571,1
1372,Maze,Alvo,0.75,0.50,0.100,128,43.70,9.4839,4
1373,Maze,Alvo,0.75,0.50,0.160,16,31.77,14.5636,3
1374,Maze,Alvo,0.75,0.50,0.160,32,31.29,16.7609,2
1375,Maze,Alvo,0.75,0.50,0.160,64,39.98,6.8333,1
1376,Maze,Alvo,0.75,0.50,0.160,128,37.46,7.9405,1
1377,Maze,Alvo,0.75,0.75,0.020,16,33.65,12.1714,313
1378,Maze,Alvo,0.75,0.75,0.020,32,31.89,12.5818,49
1379,Maze,Alvo,0.75,0.75,0.020,64,30.06,13.0674,30
1380,Maze,Alvo,0.75,0.75,0.020,128,31.88,14.0000,3
1381,Maze,Alvo,0.75,0.75,0.050,16,30.66,12.3233,49
1382,Maze,Alvo,0.75,0.75,0.050,32,29.86,13.0658,9
1383,Maze,Alvo,0.75,0.75,0.050,64,30.87,14.9423,3
1384,Maze,Alvo,0.75,0.75,0.050,128,44.40,13.4286,2
1385,Maze,Alvo,0.75,0.75,0.100,16,29.90,12.9733,20
1386,Maze,Alvo,0.75,0.75,0.100,32,30.87,14.8824,3
1387,Maze,Alvo,0.75,0.75,0.100,64,44.39,13.4286,2
1388,Maze,Alvo,0.75,0.75,0.100,128,42.78,4.0385,1
1389,Maze,Alvo,0.75,0.75,0.160,16,31.84,14.0000,3
1390,Maze,Alvo,0.75,0.75,0.160,32,31.29,16.7609,2
1391,Maze,Alvo,0.75,0.75,0.160,64,39.98,6.8333,1
1392,Maze,Alvo,0.75,0.75,0.160,128,36.68,8.4937,4
1393,Maze,Alvo,0.75,1.00,0.020,16,31.61,5.0974,1177
1394,Maze,Alvo,0.75,1.00,0.020,32,31.25,7.1268,162
1395,Maze,Alvo,0.75,1.00,0.020,64,29.42,5.9031,35
1396,Maze,Alvo,0.75,1.00,0.020,128,31.45,7.5524,8
1397,Maze,Alvo,0.75,1.00,0.050,16,30.18,5.8602,91
1398,Maze,Alvo,0.75,1.00,0.050,32,29.48,6.2930,25
1399,Maze,Alvo,0.75,1.00,0.050,64,30.74,9.1071,6
1400,Maze,Alvo,0.75,1.00,0.050,128,42.42,6.4237,2
1401,Maze,Alvo,0.75,1.00,0.100,16,29.51,7.3759,22
1402,Maze,Alvo,0.75,1.00,0.100,32,30.73,9.0120,6
1403,Maze,Alvo,0.75,1.00,0.100,64,42.41,6.4237,2
1404,Maze,Alvo,0.75,1.00,0.100,128,39.98,5.6301,3
1405,Maze,Alvo,0.75,1.00,0.160,16,31.41,7.6154,7
1406,Maze,Alvo,0.75,1.00,0.160,32,30.08,8.8718,6
1407,Maze,Alvo,0.75,1.00,0.160,64,39.49,3.4848,3
1408,Maze,Alvo,0.75,1.00,0.160,128,36.68,8.4937,2
1409,Maze,Alvo,0.90,0.01,0.020,16,33.66,12.3280,208
1410,Maze,Alvo,0.90,0.01,0.020,32,31.94,13.0000,34
1411,Maze,Alvo,0.90,0.01,0.020,64,30.12,13.6824,8
1412,Maze,Alvo,0.90,0.01,0.020,128,31.81,14.5636,6
1413,Maze,Alvo,0.90,0.01,0.050,16,30.67,12.7054,21
1414,Maze,Alvo,0.90,0.01,0.050,32,29.96,14.0423,5
1415,Maze,Alvo,0.90,0.01,0.050,64,30.93,14.9423,3
1416,Maze,Alvo,0.90,0.01,0.050,128,44.57,13.3571,1
1417,Maze,Alvo,0.90,0.01,0.100,16,29.95,13.5972,5
1418,Maze,Alvo,0.90,0.01,0.100,32,30.92,14.8824,2
1419,Maze,Alvo,0.90,0.01,0.100,64,44.56,13.3571,6
1420,Maze,Alvo,0.90,0.01,0.100,128,43.70,9.4839,1
1421,Maze,Alvo,0.90,0.01,0.160,16,31.77,14.5636,3
1422,Maze,Alvo,0.90,0.01,0.160,32,31.29,16.7609,2
1423,Maze,Alvo,0.90,0.01,0.160,64,39.98,6.8333,1
1424,Maze,Alvo,0.90,0.01,0.160,128,36.68,8.4937,1
1425,Maze,Alvo,0.90,0.50,0.020,16,33.63,12.2492,204
1426,Maze,Alvo,0.90,0.50,0.020,32,31.94,13.0000,34
1427,Maze,Alvo,0.90,0.50,0.020,64,30.11,13.6824,14
1428,Maze,Alvo,0.90,0.50,0.020,128,31.81,14.5636,3
1429,Maze,Alvo,0.90,0.50,0.050,16,30.67,12.7054,20
1430,Maze,Alvo,0.90,0.50,0.050,32,29.96,14.0423,6
1431,Maze,Alvo,0.90,0.50,0.050,64,30.93,14.9423,3
1432,Maze,Alvo,0.90,0.50,0.050,128,44.57,13.3571,1
1433,Maze,Alvo,0.90,0.50,0.100,16,29.95,13.5972,7
1434,Maze,Alvo,0.90,0.50,0.100,32,30.92,14.8824,2
1435,Maze,Alvo,0.90,0.50,0.100,64,44.56,13.3571,4
1436,Maze,Alvo,0.90,0.50,0.100,128,43.70,9.4839,1
1437,Maze,Alvo,0.90,0.50,0.160,16,31.77,14.5636,3
1438,Maze,Alvo,0.90,0.50,0.160,32,31.29,16.7609,2
1439,Maze,Alvo,0.90,0.50,0.160,64,39.98,6.8333,1
1440,Maze,Alvo,0.90,0.50,0.160,128,36.68,8.4937,1
1441,Maze,Alvo,0.90,0.75,0.020,16,33.65,12.2492,317
1442,Maze,Alvo,0.90,0.75,0.020,32,31.89,12.5818,49
1443,Maze,Alvo,0.90,0.75,0.020,64,30.08,13.0674,10
1444,Maze,Alvo,0.90,0.75,0.020,128,31.94,14.5636,3
1445,Maze,Alvo,0.90,0.75,0.050,16,30.65,12.3233,27
1446,Maze,Alvo,0.90,0.75,0.050,32,29.86,13.0658,10
1447,Maze,Alvo,0.90,0.75,0.050,64,30.87,14.9423,3
1448,Maze,Alvo,0.90,0.75,0.050,128,44.40,13.4286,2
1449,Maze,Alvo,0.90,0.75,0.100,16,29.83,12.9733,6
1450,Maze,Alvo,0.90,0.75,0.100,32,30.87,14.8824,3
1451,Maze,Alvo,0.90,0.75,0.100,64,44.39,13.4286,1
1452,Maze,Alvo,0.90,0.75,0.100,128,42.78,4.0385,6
1453,Maze,Alvo,0.90,0.75,0.160,16,31.90,14.5636,3
1454,Maze,Alvo,0.90,0.75,0.160,32,31.29,16.7609,2
1455,Maze,Alvo,0.90,0.75,0.160,64,39.98,6.8333,1
1456,Maze,Alvo,0.90,0.75,0.160,128,36.68,8.4937,1
1457,Maze,Alvo,0.90,1.00,0.020,16,31.61,5.0974,1186
1458,Maze,Alvo,0.90,1.00,0.020,32,31.25,7.1268,160
1459,Maze,Alvo,0.90,1.00,0.020,64,29.42,5.9031,29
1460,Maze,Alvo,0.90,1.00,0.020,128,31.45,7.5524,15
1461,Maze,Alvo,0.90,1.00,0.050,16,30.18,5.8602,91
1462,Maze,Alvo,0.90,1.00,0.050,32,29.48,6.2930,18
1463,Maze,Alvo,0.90,1.00,0.050,64,30.74,9.1071,6
1464,Maze,Alvo,0.90,1.00,0.050,128,42.42,6.4237,7
1465,Maze,Alvo,0.90,1.00,0.100,16,29.51,7.3759,18
1466,Maze,Alvo,0.90,1.00,0.100,32,30.73,9.0120,6
1467,Maze,Alvo,0.90,1.00,0.100,64,42.41,6.4237,2
1468,Maze,Alvo,0.90,1.00,0.100,128,39.98,5.6301,6
1469,Maze,Alvo,0.90,1.00,0.160,16,31.41,7.6154,8
1470,Maze,Alvo,0.90,1.00,0.160,32,30.08,8.8718,3
1471,Maze,Alvo,0.90,1.00,0.160,64,39.49,3.4848,2
1472,Maze,Alvo,0.90,1.00,0.160,128,36.68,8.4937,2
1473,Maze,Alvo,0.95,0.01,0.020,16,33.64,12.2492,379
1474,Maze,Alvo,0.95,0.01,0.020,32,31.94,13.0000,59
1475,Maze,Alvo,0.95,0.01,0.020,64,30.30,8.7333,12
1476,Maze,Alvo,0.95,0.01,0.020,128,31.61,13.9298,3
1477,Maze,Alvo,0.95,0.01,0.050,16,30.38,10.4808,36
1478,Maze,Alvo,0.95,0.01,0.050,32,29.96,14.0423,8
1479,Maze,Alvo,0.95,0.01,0.050,64,30.82,14.3889,3
1480,Maze,Alvo,0.95,0.01,0.050,128,41.58,6.9167,2
1481,Maze,Alvo,0.95,0.01,0.100,16,29.82,12.9200,8
1482,Maze,Alvo,0.95,0.01,0.100,32,30.81,14.3208,3
1483,Maze,Alvo,0.95,0.01,0.100,64,41.58,6.9167,2
1484,Maze,Alvo,0.95,0.01,0.100,128,40.51,4.9487,1
1485,Maze,Alvo,0.95,0.01,0.160,16,31.58,13.9298,6
1486,Maze,Alvo,0.95,0.01,0.160,32,31.15,15.6327,2
1487,Maze,Alvo,0.95,0.01,0.160,64,39.49,3.6250,1
1488,Maze,Alvo,0.95,0.01,0.160,128,36.68,8.4937,1
1489,Maze,Alvo,0.95,0.50,0.020,16,33.64,12.2492,396
1490,Maze,Alvo,0.95,0.50,0.020,32,31.94,13.0000,60
1491,Maze,Alvo,0.95,0.50,0.020,64,30.30,8.7333,11
1492,Maze,Alvo,0.95,0.50,0.020,128,31.61,13.9298,4
1493,Maze,Alvo,0.95,0.50,0.050,16,30.38,10.4808,34
1494,Maze,Alvo,0.95,0.50,0.050,32,29.96,14.0423,16
1495,Maze,Alvo,0.95,0.50,0.050,64,30.82,14.3889,3
1496,Maze,Alvo,0.95,0.50,0.050,128,41.58,6.9167,2
1497,Maze,Alvo,0.95,0.50,0.100,16,29.82,12.9200,7
1498,Maze,Alvo,0.95,0.50,0.100,32,30.81,14.3208,3
1499,Maze,Alvo,0.95,0.50,0.100,64,41.58,6.9167,5
1500,Maze,Alvo,0.95,0.50,0.100,128,40.51,4.9487,1
1501,Maze,Alvo,0.95,0.50,0.160,16,31.58,13.9298,3
1502,Maze,Alvo,0.95,0.50,0.160,32,31.15,15.6327,2
1503,Maze,Alvo,0.95,0.50,0.160,64,39.49,3.6250,1
1504,Maze,Alvo,0.95,0.50,0.160,128,36.68,8.4937,1
1505,Maze,Alvo,0.95,0.75,0.020,16,33.64,12.2492,443
1506,Maze,Alvo,0.95,0.75,0.020,32,31.94,13.0000,66
1507,Maze,Alvo,0.95,0.75,0.020,64,30.30,8.7333,12
1508,Maze,Alvo,0.95,0.75,0.020,128,31.61,13.9298,4
1509,Maze,Alvo,0.95,0.75,0.050,16,30.38,10.4808,36
1510,Maze,Alvo,0.95,0.75,0.050,32,29.96,14.0423,9
1511,Maze,Alvo,0.95,0.75,0.050,64,30.82,14.3889,4
1512,Maze,Alvo,0.95,0.75,0.050,128,41.58,6.9167,5
1513,Maze,Alvo,0.95,0.75,0.100,16,29.82,12.9200,8
1514,Maze,Alvo,0.95,0.75,0.100,32,30.81,14.3208,3
1515,Maze,Alvo,0.95,0.75,0.100,64,41.58,6.9167,2
1516,Maze,Alvo,0.95,0.75,0.100,128,40.51,4.9487,1
1517,Maze,Alvo,0.95,0.75,0.160,16,31.58,13.9298,3
1518,Maze,Alvo,0.95,0.75,0.160,32,31.15,15.6327,5
1519,Maze,Alvo,0.95,0.75,0.160,64,39.49,3.6250,1
1520,Maze,Alvo,0.95,0.75,0.160,128,36.68,8.4937,1
1521,Maze,Alvo,0.95,1.00,0.020,16,31.61,5.0974,1169
1522,Maze,Alvo,0.95,1.00,0.020,32,31.25,7.1268,157
1523,Maze,Alvo,0.95,1.00,0.020,64,29.42,5.9031,34
1524,Maze,Alvo,0.95,1.00,0.020,128,31.45,7.5524,8
1525,Maze,Alvo,0.95,1.00,0.050,16,30.18,5.8602,93
1526,Maze,Alvo,0.95,1.00,0.050,32,29.48,6.2930,26
1527,Maze,Alvo,0.95,1.00,0.050,64,30.74,9.1071,7
1528,Maze,Alvo,0.95,1.00,0.050,128,42.42,6.4237,2
1529,Maze,Alvo,0.95,1.00,0.100,16,29.51,7.3759,25
1530,Maze,Alvo,0.95,1.00,0.100,32,30.73,9.0120,6
1531,Maze,Alvo,0.95,1.00,0.100,64,42.41,6.4237,2
1532,Maze,Alvo,0.95,1.00,0.100,128,39.98,5.6301,3
1533,Maze,Alvo,0.95,1.00,0.160,16,31.41,7.6154,9
1534,Maze,Alvo,0.95,1.00,0.160,32,30.08,8.8718,9
1535,Maze,Alvo,0.95,1.00,0.160,64,39.49,3.4848,3
1536,Maze,Alvo,0.95,1.00,0.160,128,36.68,8.4937,2
1537,Lonely Tree,Centro,0.50,0.01,0.020,16,22.07,10.3879,88
1538,Lonely Tree,Centro,0.50,0.01,0.020,32,20.84,11.1770,19
1539,Lonely Tree,Centro,0.50,0.01,0.020,64,20.15,12.6471,4
1540,Lonely Tree,Centro,0.50,0.01,0.020,128,19.68,13.0741,1
1541,Lonely Tree,Centro,0.50,0.01,0.050,16,21.40,11.6163,14
1542,Lonely Tree,Centro,0.50,0.01,0.050,32,19.71,11.1489,2
1543,Lonely Tree,Centro,0.50,0.01,0.050,64,19.44,11.5600,1
1544,Lonely Tree,Centro,0.50,0.01,0.050,128,19.46,13.5714,0
1545,Lonely Tree,Centro,0.50,0.01,0.100,16,19.78,11.1915,2
1546,Lonely Tree,Centro,0.50,0.01,0.100,32,19.43,11.5600,0
1547,Lonely Tree,Centro,0.50,0.01,0.100,64,19.45,13.5714,0
1548,Lonely Tree,Centro,0.50,0.01,0.100,128,19.33,14.7500,0
1549,Lonely Tree,Centro,0.50,0.01,0.160,16,19.65,13.0741,1
1550,Lonely Tree,Centro,0.50,0.01,0.160,32,19.89,14.2857,0
1551,Lonely Tree,Centro,0.50,0.01,0.160,64,23.50,13.4000,0
1552,Lonely Tree,Centro,0.50,0.01,0.160,128,19.50,14.6250,0
1553,Lonely Tree,Centro,0.50,0.50,0.020,16,22.07,10.3879,78
1554,Lonely Tree,Centro,0.50,0.50,0.020,32,20.84,11.1770,15
1555,Lonely Tree,Centro,0.50,0.50,0.020,64,20.15,12.6471,4
1556,Lonely Tree,Centro,0.50,0.50,0.020,128,19.68,13.0741,1
1557,Lonely Tree,Centro,0.50,0.50,0.050,16,21.40,11.6163,16
1558,Lonely Tree,Centro,0.50,0.50,0.050,32,19.71,11.1489,2
1559,Lonely Tree,Centro,0.50,0.50,0.050,64,19.44,11.5600,1
1560,Lonely Tree,Centro,0.50,0.50,0.050,128,19.46,13.5714,0
1561,Lonely Tree,Centro,0.50,0.50,0.100,16,19.78,11.1915,2
1562,Lonely Tree,Centro,0.50,0.50,0.100,32,19.43,11.5600,1
1563,Lonely Tree,Centro,0.50,0.50,0.100,64,19.45,13.5714,0
1564,Lonely Tree,Centro,0.50,0.50,0.100,128,19.33,14.7500,0
1565,Lonely Tree,Centro,0.50,0.50,0.160,16,19.65,13.0741,4
1566,Lonely Tree,Centro,0.50,0.50,0.160,32,20.00,12.3750,0
1567,Lonely Tree,Centro,0.50,0.50,0.160,64,23.50,13.4000,0
1568,Lonely Tree,Centro,0.50,0.50,0.160,128,19.50,14.6250,0
1569,Lonely Tree,Centro,0.50,0.75,0.020,16,22.06,10.2992,95
1570,Lonely Tree,Centro,0.50,0.75,0.020,32,20.75,10.3884,20
1571,Lonely Tree,Centro,0.50,0.75,0.020,64,20.14,12.1698,4
1572,Lonely Tree,Centro,0.50,0.75,0.020,128,19.60,10.6970,1
1573,Lonely Tree,Centro,0.50,0.75,0.050,16,21.37,10.8152,17
1574,Lonely Tree,Centro,0.50,0.75,0.050,32,19.59,10.2745,6
1575,Lonely Tree,Centro,0.50,0.75,0.050,64,19.30,9.9310,1
